"","Country Name","Country Code","Indicator Name","Indicator Code","year","value"
"8605","Mali","MLI","Population growth (annual %)","SP.POP.GROW","1992",2.4570458
"8606","Malta","MLT","Population growth (annual %)","SP.POP.GROW","1992",1.031640278
"8607","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","1992",1.213624069
"8608","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","1992",2.467551688
"8609","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","1992",0.232144827
"8610","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","1992",1.146645064
"8611","Northern Mariana Islands","MNP","Population growth (annual %)","SP.POP.GROW","1992",-0.40797978
"8612","Mozambique","MOZ","Population growth (annual %)","SP.POP.GROW","1992",3.523386633
"8613","Mauritania","MRT","Population growth (annual %)","SP.POP.GROW","1992",2.587652361
"8614","Mauritius","MUS","Population growth (annual %)","SP.POP.GROW","1992",1.315743114
"8615","Malawi","MWI","Population growth (annual %)","SP.POP.GROW","1992",0.887867949
"8616","Malaysia","MYS","Population growth (annual %)","SP.POP.GROW","1992",2.573093139
"8617","North America","NAC","Population growth (annual %)","SP.POP.GROW","1992",1.375570372
"8618","Namibia","NAM","Population growth (annual %)","SP.POP.GROW","1992",2.71084495
"8619","New Caledonia","NCL","Population growth (annual %)","SP.POP.GROW","1992",2.498715148
"8620","Niger","NER","Population growth (annual %)","SP.POP.GROW","1992",3.29934014
"8621","Nigeria","NGA","Population growth (annual %)","SP.POP.GROW","1992",2.521577563
"8622","Nicaragua","NIC","Population growth (annual %)","SP.POP.GROW","1992",2.24622747
"8623","Netherlands","NLD","Population growth (annual %)","SP.POP.GROW","1992",0.756056593
"8624","Norway","NOR","Population growth (annual %)","SP.POP.GROW","1992",0.577180268
"8625","Nepal","NPL","Population growth (annual %)","SP.POP.GROW","1992",2.708677105
"8626","Nauru","NRU","Population growth (annual %)","SP.POP.GROW","1992",2.687844944
"8627","New Zealand","NZL","Population growth (annual %)","SP.POP.GROW","1992",1.041735384
"8628","OECD members","OED","Population growth (annual %)","SP.POP.GROW","1992",0.92336334
"8629","Oman","OMN","Population growth (annual %)","SP.POP.GROW","1992",4.618102351
"8630","Other small states","OSS","Population growth (annual %)","SP.POP.GROW","1992",1.92398255
"8631","Pakistan","PAK","Population growth (annual %)","SP.POP.GROW","1992",2.78844997
"8632","Panama","PAN","Population growth (annual %)","SP.POP.GROW","1992",2.072451266
"8633","Peru","PER","Population growth (annual %)","SP.POP.GROW","1992",1.954108587
"8634","Philippines","PHL","Population growth (annual %)","SP.POP.GROW","1992",2.436907815
"8635","Palau","PLW","Population growth (annual %)","SP.POP.GROW","1992",2.652166825
"8636","Papua New Guinea","PNG","Population growth (annual %)","SP.POP.GROW","1992",2.31494821
"8637","Poland","POL","Population growth (annual %)","SP.POP.GROW","1992",0.306681391
"8638","Pre-demographic dividend","PRE","Population growth (annual %)","SP.POP.GROW","1992",3.041483689
"8639","Puerto Rico","PRI","Population growth (annual %)","SP.POP.GROW","1992",0.645450037
"8640","Korea, Dem. People’s Rep.","PRK","Population growth (annual %)","SP.POP.GROW","1992",1.580207256
"8641","Portugal","PRT","Population growth (annual %)","SP.POP.GROW","1992",-0.077749267
"8642","Paraguay","PRY","Population growth (annual %)","SP.POP.GROW","1992",2.521296543
"8643","West Bank and Gaza","PSE","Population growth (annual %)","SP.POP.GROW","1992",4.477886073
"8644","Pacific island small states","PSS","Population growth (annual %)","SP.POP.GROW","1992",1.724573664
"8645","Post-demographic dividend","PST","Population growth (annual %)","SP.POP.GROW","1992",0.692933902
"8646","French Polynesia","PYF","Population growth (annual %)","SP.POP.GROW","1992",1.71257145
"8647","Qatar","QAT","Population growth (annual %)","SP.POP.GROW","1992",1.636671765
"8648","Romania","ROU","Population growth (annual %)","SP.POP.GROW","1992",-0.903462928
"8649","Russian Federation","RUS","Population growth (annual %)","SP.POP.GROW","1992",0.096978979
"8650","Rwanda","RWA","Population growth (annual %)","SP.POP.GROW","1992",-5.538714858
"8651","South Asia","SAS","Population growth (annual %)","SP.POP.GROW","1992",2.198901609
"8652","Saudi Arabia","SAU","Population growth (annual %)","SP.POP.GROW","1992",2.995327348
"8653","Sudan","SDN","Population growth (annual %)","SP.POP.GROW","1992",3.779960444
"8654","Senegal","SEN","Population growth (annual %)","SP.POP.GROW","1992",2.980102141
"8655","Singapore","SGP","Population growth (annual %)","SP.POP.GROW","1992",3.004256395
"8656","Solomon Islands","SLB","Population growth (annual %)","SP.POP.GROW","1992",2.832197292
"8657","Sierra Leone","SLE","Population growth (annual %)","SP.POP.GROW","1992",-0.021526188
"8658","El Salvador","SLV","Population growth (annual %)","SP.POP.GROW","1992",1.377999317
"8659","San Marino","SMR","Population growth (annual %)","SP.POP.GROW","1992",1.469122645
"8660","Somalia","SOM","Population growth (annual %)","SP.POP.GROW","1992",0.293134855
"8661","Serbia","SRB","Population growth (annual %)","SP.POP.GROW","1992",0.666421572
"8662","Sub-Saharan Africa (excluding high income)","SSA","Population growth (annual %)","SP.POP.GROW","1992",2.775629509
"8663","South Sudan","SSD","Population growth (annual %)","SP.POP.GROW","1992",-2.139145127
"8664","Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","1992",2.772352468
"8665","Small states","SST","Population growth (annual %)","SP.POP.GROW","1992",1.668075755
"8666","Sao Tome and Principe","STP","Population growth (annual %)","SP.POP.GROW","1992",2.125564748
"8667","Suriname","SUR","Population growth (annual %)","SP.POP.GROW","1992",1.835076751
"8668","Slovak Republic","SVK","Population growth (annual %)","SP.POP.GROW","1992",0.032465115
"8669","Slovenia","SVN","Population growth (annual %)","SP.POP.GROW","1992",-0.146699403
"8670","Sweden","SWE","Population growth (annual %)","SP.POP.GROW","1992",0.586529929
"8671","Eswatini","SWZ","Population growth (annual %)","SP.POP.GROW","1992",2.537953221
"8672","Sint Maarten (Dutch part)","SXM","Population growth (annual %)","SP.POP.GROW","1992",NA
"8673","Seychelles","SYC","Population growth (annual %)","SP.POP.GROW","1992",0.458917818
"8674","Syrian Arab Republic","SYR","Population growth (annual %)","SP.POP.GROW","1992",2.863412057
"8675","Turks and Caicos Islands","TCA","Population growth (annual %)","SP.POP.GROW","1992",6.211579321
"8676","Chad","TCD","Population growth (annual %)","SP.POP.GROW","1992",3.191444906
"8677","East Asia & Pacific (IDA & IBRD countries)","TEA","Population growth (annual %)","SP.POP.GROW","1992",1.402599376
"8678","Europe & Central Asia (IDA & IBRD countries)","TEC","Population growth (annual %)","SP.POP.GROW","1992",0.39436219
"8679","Togo","TGO","Population growth (annual %)","SP.POP.GROW","1992",2.123631955
"8680","Thailand","THA","Population growth (annual %)","SP.POP.GROW","1992",1.005812493
"8681","Tajikistan","TJK","Population growth (annual %)","SP.POP.GROW","1992",1.868583057
"8682","Turkmenistan","TKM","Population growth (annual %)","SP.POP.GROW","1992",2.878533952
"8683","Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population growth (annual %)","SP.POP.GROW","1992",1.834136263
"8684","Timor-Leste","TLS","Population growth (annual %)","SP.POP.GROW","1992",3.068966648
"8685","Middle East & North Africa (IDA & IBRD countries)","TMN","Population growth (annual %)","SP.POP.GROW","1992",2.448556041
"8686","Tonga","TON","Population growth (annual %)","SP.POP.GROW","1992",0.160507784
"8687","South Asia (IDA & IBRD)","TSA","Population growth (annual %)","SP.POP.GROW","1992",2.198901609
"8688","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population growth (annual %)","SP.POP.GROW","1992",2.772352468
"8689","Trinidad and Tobago","TTO","Population growth (annual %)","SP.POP.GROW","1992",0.614816037
"8690","Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","1992",2.183012143
"8691","Turkey","TUR","Population growth (annual %)","SP.POP.GROW","1992",1.6427927
"8692","Tuvalu","TUV","Population growth (annual %)","SP.POP.GROW","1992",0.948292474
"8693","Tanzania","TZA","Population growth (annual %)","SP.POP.GROW","1992",3.41278194
"8694","Uganda","UGA","Population growth (annual %)","SP.POP.GROW","1992",3.331210858
"8695","Ukraine","UKR","Population growth (annual %)","SP.POP.GROW","1992",0.287851768
"8696","Upper middle income","UMC","Population growth (annual %)","SP.POP.GROW","1992",1.345361027
"8697","Uruguay","URY","Population growth (annual %)","SP.POP.GROW","1992",0.725537709
"8698","United States","USA","Population growth (annual %)","SP.POP.GROW","1992",1.386885692
"8699","Uzbekistan","UZB","Population growth (annual %)","SP.POP.GROW","1992",2.344391704
"8700","St. Vincent and the Grenadines","VCT","Population growth (annual %)","SP.POP.GROW","1992",0.161315778
"8701","Venezuela, RB","VEN","Population growth (annual %)","SP.POP.GROW","1992",2.269817524
"8702","British Virgin Islands","VGB","Population growth (annual %)","SP.POP.GROW","1992",2.370871669
"8703","Virgin Islands (U.S.)","VIR","Population growth (annual %)","SP.POP.GROW","1992",0.859785174
"8704","Vietnam","VNM","Population growth (annual %)","SP.POP.GROW","1992",2.061821208
"8705","Vanuatu","VUT","Population growth (annual %)","SP.POP.GROW","1992",2.91240189
"8706","World","WLD","Population growth (annual %)","SP.POP.GROW","1992",1.570109837
"8707","Samoa","WSM","Population growth (annual %)","SP.POP.GROW","1992",0.906263506
"8708","Kosovo","XKX","Population growth (annual %)","SP.POP.GROW","1992",1.77550356
"8709","Yemen, Rep.","YEM","Population growth (annual %)","SP.POP.GROW","1992",5.164465571
"8710","South Africa","ZAF","Population growth (annual %)","SP.POP.GROW","1992",2.496889926
"8711","Zambia","ZMB","Population growth (annual %)","SP.POP.GROW","1992",2.451805211
"8712","Zimbabwe","ZWE","Population growth (annual %)","SP.POP.GROW","1992",2.034284923
"8713","Aruba","ABW","Population growth (annual %)","SP.POP.GROW","1993",6.068410306
"8714","Afghanistan","AFG","Population growth (annual %)","SP.POP.GROW","1993",8.790888641
"8715","Angola","AGO","Population growth (annual %)","SP.POP.GROW","1993",3.246641936
"8716","Albania","ALB","Population growth (annual %)","SP.POP.GROW","1993",-0.610165793
"8717","Andorra","AND","Population growth (annual %)","SP.POP.GROW","1993",3.476100654
"8718","Arab World","ARB","Population growth (annual %)","SP.POP.GROW","1993",2.698749764
"8719","United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","1993",5.69236225
"8720","Argentina","ARG","Population growth (annual %)","SP.POP.GROW","1993",1.306059088
"8721","Armenia","ARM","Population growth (annual %)","SP.POP.GROW","1993",-2.34244852
"8722","American Samoa","ASM","Population growth (annual %)","SP.POP.GROW","1993",2.227687349
"8723","Antigua and Barbuda","ATG","Population growth (annual %)","SP.POP.GROW","1993",2.005472286
"8724","Australia","AUS","Population growth (annual %)","SP.POP.GROW","1993",0.978336681
"8725","Austria","AUT","Population growth (annual %)","SP.POP.GROW","1993",0.824627941
"8726","Azerbaijan","AZE","Population growth (annual %)","SP.POP.GROW","1993",1.519152695
"8727","Burundi","BDI","Population growth (annual %)","SP.POP.GROW","1993",1.959166493
"8728","Belgium","BEL","Population growth (annual %)","SP.POP.GROW","1993",0.390638518
"8729","Benin","BEN","Population growth (annual %)","SP.POP.GROW","1993",3.500773846
"8730","Burkina Faso","BFA","Population growth (annual %)","SP.POP.GROW","1993",2.709646605
"8731","Bangladesh","BGD","Population growth (annual %)","SP.POP.GROW","1993",2.16825965
"8732","Bulgaria","BGR","Population growth (annual %)","SP.POP.GROW","1993",-0.797665852
"8733","Bahrain","BHR","Population growth (annual %)","SP.POP.GROW","1993",2.477998889
"8734","Bahamas, The","BHS","Population growth (annual %)","SP.POP.GROW","1993",1.876807562
"8735","Bosnia and Herzegovina","BIH","Population growth (annual %)","SP.POP.GROW","1993",-3.723423115
"8736","Belarus","BLR","Population growth (annual %)","SP.POP.GROW","1993",0.224883986
"8737","Belize","BLZ","Population growth (annual %)","SP.POP.GROW","1993",1.682924606
"8738","Bermuda","BMU","Population growth (annual %)","SP.POP.GROW","1993",0.537588531
"8739","Bolivia","BOL","Population growth (annual %)","SP.POP.GROW","1993",2.099461032
"8740","Brazil","BRA","Population growth (annual %)","SP.POP.GROW","1993",1.664858508
"8741","Barbados","BRB","Population growth (annual %)","SP.POP.GROW","1993",0.375123836
"8742","Brunei Darussalam","BRN","Population growth (annual %)","SP.POP.GROW","1993",2.804135687
"8743","Bhutan","BTN","Population growth (annual %)","SP.POP.GROW","1993",-0.359850151
"8744","Botswana","BWA","Population growth (annual %)","SP.POP.GROW","1993",2.57417937
"8745","Central African Republic","CAF","Population growth (annual %)","SP.POP.GROW","1993",2.894704298
"8746","Canada","CAN","Population growth (annual %)","SP.POP.GROW","1993",1.098930879
"8747","Central Europe and the Baltics","CEB","Population growth (annual %)","SP.POP.GROW","1993",-0.063145111
"8748","Switzerland","CHE","Population growth (annual %)","SP.POP.GROW","1993",0.910715566
"8749","Channel Islands","CHI","Population growth (annual %)","SP.POP.GROW","1993",0.287602028
"8750","Chile","CHL","Population growth (annual %)","SP.POP.GROW","1993",1.627507353
"8751","China","CHN","Population growth (annual %)","SP.POP.GROW","1993",1.149619431
"8752","Cote d'Ivoire","CIV","Population growth (annual %)","SP.POP.GROW","1993",3.521456277
"8753","Cameroon","CMR","Population growth (annual %)","SP.POP.GROW","1993",2.875114518
"8754","Congo, Dem. Rep.","COD","Population growth (annual %)","SP.POP.GROW","1993",3.892612009
"8755","Congo, Rep.","COG","Population growth (annual %)","SP.POP.GROW","1993",2.76942147
"8756","Colombia","COL","Population growth (annual %)","SP.POP.GROW","1993",1.92400428
"8757","Comoros","COM","Population growth (annual %)","SP.POP.GROW","1993",2.896370786
"8758","Cabo Verde","CPV","Population growth (annual %)","SP.POP.GROW","1993",2.853021815
"8759","Costa Rica","CRI","Population growth (annual %)","SP.POP.GROW","1993",2.576515688
"8760","Caribbean small states","CSS","Population growth (annual %)","SP.POP.GROW","1993",0.941350724
"8761","Cuba","CUB","Population growth (annual %)","SP.POP.GROW","1993",0.491683186
"8762","Curacao","CUW","Population growth (annual %)","SP.POP.GROW","1993",0.268553409
"8763","Cayman Islands","CYM","Population growth (annual %)","SP.POP.GROW","1993",4.535597693
"8764","Cyprus","CYP","Population growth (annual %)","SP.POP.GROW","1993",2.239871528
"8765","Czech Republic","CZE","Population growth (annual %)","SP.POP.GROW","1993",0.103947042
"8766","Germany","DEU","Population growth (annual %)","SP.POP.GROW","1993",0.657391218
"8767","Djibouti","DJI","Population growth (annual %)","SP.POP.GROW","1993",0.55790389
"8768","Dominica","DMA","Population growth (annual %)","SP.POP.GROW","1993",0.406012936
"8769","Denmark","DNK","Population growth (annual %)","SP.POP.GROW","1993",0.333166396
"8770","Dominican Republic","DOM","Population growth (annual %)","SP.POP.GROW","1993",1.847231409
"8771","Algeria","DZA","Population growth (annual %)","SP.POP.GROW","1993",2.221629372
"8772","East Asia & Pacific (excluding high income)","EAP","Population growth (annual %)","SP.POP.GROW","1993",1.33444026
"8773","Early-demographic dividend","EAR","Population growth (annual %)","SP.POP.GROW","1993",2.076507717
"8774","East Asia & Pacific","EAS","Population growth (annual %)","SP.POP.GROW","1993",1.250575753
"8775","Europe & Central Asia (excluding high income)","ECA","Population growth (annual %)","SP.POP.GROW","1993",0.375567599
"8776","Europe & Central Asia","ECS","Population growth (annual %)","SP.POP.GROW","1993",0.358809434
"8777","Ecuador","ECU","Population growth (annual %)","SP.POP.GROW","1993",2.263604202
"8778","Egypt, Arab Rep.","EGY","Population growth (annual %)","SP.POP.GROW","1993",2.04793304
"8779","Euro area","EMU","Population growth (annual %)","SP.POP.GROW","1993",0.409674233
"8780","Eritrea","ERI","Population growth (annual %)","SP.POP.GROW","1993",-0.843824551
"8781","Spain","ESP","Population growth (annual %)","SP.POP.GROW","1993",0.518543521
"8782","Estonia","EST","Population growth (annual %)","SP.POP.GROW","1993",-2.574319978
"8783","Ethiopia","ETH","Population growth (annual %)","SP.POP.GROW","1993",3.575621886
"8784","European Union","EUU","Population growth (annual %)","SP.POP.GROW","1993",0.325615975
"8785","Fragile and conflict affected situations","FCS","Population growth (annual %)","SP.POP.GROW","1993",2.882289585
"8786","Finland","FIN","Population growth (annual %)","SP.POP.GROW","1993",0.483854089
"8787","Fiji","FJI","Population growth (annual %)","SP.POP.GROW","1993",1.399752885
"8788","France","FRA","Population growth (annual %)","SP.POP.GROW","1993",0.433292244
"8789","Faroe Islands","FRO","Population growth (annual %)","SP.POP.GROW","1993",-1.017158385
"8790","Micronesia, Fed. Sts.","FSM","Population growth (annual %)","SP.POP.GROW","1993",2.460865326
"8791","Gabon","GAB","Population growth (annual %)","SP.POP.GROW","1993",2.676756494
"8792","United Kingdom","GBR","Population growth (annual %)","SP.POP.GROW","1993",0.239745439
"8793","Georgia","GEO","Population growth (annual %)","SP.POP.GROW","1993",0.768558451
"8794","Ghana","GHA","Population growth (annual %)","SP.POP.GROW","1993",2.855531286
"8795","Gibraltar","GIB","Population growth (annual %)","SP.POP.GROW","1993",-0.57376494
"8796","Guinea","GIN","Population growth (annual %)","SP.POP.GROW","1993",2.661220527
"8797","Gambia, The","GMB","Population growth (annual %)","SP.POP.GROW","1993",3.197744901
"8798","Guinea-Bissau","GNB","Population growth (annual %)","SP.POP.GROW","1993",2.236094899
"8799","Equatorial Guinea","GNQ","Population growth (annual %)","SP.POP.GROW","1993",3.378923338
"8800","Greece","GRC","Population growth (annual %)","SP.POP.GROW","1993",0.588261919
"8801","Grenada","GRD","Population growth (annual %)","SP.POP.GROW","1993",1.090110337
"8802","Greenland","GRL","Population growth (annual %)","SP.POP.GROW","1993",-0.180995525
"8803","Guatemala","GTM","Population growth (annual %)","SP.POP.GROW","1993",2.550623477
"8804","Guam","GUM","Population growth (annual %)","SP.POP.GROW","1993",2.261135717
"8805","Guyana","GUY","Population growth (annual %)","SP.POP.GROW","1993",0.737586409
"8806","High income","HIC","Population growth (annual %)","SP.POP.GROW","1993",0.764897013
"8807","Hong Kong SAR, China","HKG","Population growth (annual %)","SP.POP.GROW","1993",1.717770734
"8808","Honduras","HND","Population growth (annual %)","SP.POP.GROW","1993",2.81497548
"8809","Heavily indebted poor countries (HIPC)","HPC","Population growth (annual %)","SP.POP.GROW","1993",3.09772347
"8810","Croatia","HRV","Population growth (annual %)","SP.POP.GROW","1993",0.537147004
"8811","Haiti","HTI","Population growth (annual %)","SP.POP.GROW","1993",1.910670592
"8812","Hungary","HUN","Population growth (annual %)","SP.POP.GROW","1993",-0.114035594
"8813","IBRD only","IBD","Population growth (annual %)","SP.POP.GROW","1993",1.485910337
"8814","IDA & IBRD total","IBT","Population growth (annual %)","SP.POP.GROW","1993",1.727850474
"8815","IDA total","IDA","Population growth (annual %)","SP.POP.GROW","1993",2.713364212
"8816","IDA blend","IDB","Population growth (annual %)","SP.POP.GROW","1993",2.655852978
"8817","Indonesia","IDN","Population growth (annual %)","SP.POP.GROW","1993",1.643704881
"8818","IDA only","IDX","Population growth (annual %)","SP.POP.GROW","1993",2.742210652
"8819","Isle of Man","IMN","Population growth (annual %)","SP.POP.GROW","1993",0.243899141
"8820","India","IND","Population growth (annual %)","SP.POP.GROW","1993",1.97063456
"8821","Not classified","INX","Population growth (annual %)","SP.POP.GROW","1993",NA
"8822","Ireland","IRL","Population growth (annual %)","SP.POP.GROW","1993",0.499840487
"8823","Iran, Islamic Rep.","IRN","Population growth (annual %)","SP.POP.GROW","1993",1.592204252
"8824","Iraq","IRQ","Population growth (annual %)","SP.POP.GROW","1993",2.957299273
"8825","Iceland","ISL","Population growth (annual %)","SP.POP.GROW","1993",1.016811928
"8826","Israel","ISR","Population growth (annual %)","SP.POP.GROW","1993",2.658091779
"8827","Italy","ITA","Population growth (annual %)","SP.POP.GROW","1993",0.061135853
"8828","Jamaica","JAM","Population growth (annual %)","SP.POP.GROW","1993",0.951635185
"8829","Jordan","JOR","Population growth (annual %)","SP.POP.GROW","1993",5.475797133
"8830","Japan","JPN","Population growth (annual %)","SP.POP.GROW","1993",0.246819413
"8831","Kazakhstan","KAZ","Population growth (annual %)","SP.POP.GROW","1993",-0.66327745
"8832","Kenya","KEN","Population growth (annual %)","SP.POP.GROW","1993",3.148732286
"8833","Kyrgyz Republic","KGZ","Population growth (annual %)","SP.POP.GROW","1993",0.028786218
"8834","Cambodia","KHM","Population growth (annual %)","SP.POP.GROW","1993",3.540565689
"8835","Kiribati","KIR","Population growth (annual %)","SP.POP.GROW","1993",1.262626256
"8836","St. Kitts and Nevis","KNA","Population growth (annual %)","SP.POP.GROW","1993",1.09982534
"8837","Korea, Rep.","KOR","Population growth (annual %)","SP.POP.GROW","1993",1.015821437
"8838","Kuwait","KWT","Population growth (annual %)","SP.POP.GROW","1993",NA
"8839","Latin America & Caribbean (excluding high income)","LAC","Population growth (annual %)","SP.POP.GROW","1993",1.776554608
"8840","Lao PDR","LAO","Population growth (annual %)","SP.POP.GROW","1993",2.622719007
"8841","Lebanon","LBN","Population growth (annual %)","SP.POP.GROW","1993",5.378932175
"8842","Liberia","LBR","Population growth (annual %)","SP.POP.GROW","1993",-1.253056935
"8843","Libya","LBY","Population growth (annual %)","SP.POP.GROW","1993",2.216714209
"8844","St. Lucia","LCA","Population growth (annual %)","SP.POP.GROW","1993",1.156520085
"8845","Latin America & Caribbean","LCN","Population growth (annual %)","SP.POP.GROW","1993",1.755541553
"8846","Least developed countries: UN classification","LDC","Population growth (annual %)","SP.POP.GROW","1993",2.773031269
"8847","Low income","LIC","Population growth (annual %)","SP.POP.GROW","1993",2.993388399
"8848","Liechtenstein","LIE","Population growth (annual %)","SP.POP.GROW","1993",1.417843937
"8849","Sri Lanka","LKA","Population growth (annual %)","SP.POP.GROW","1993",1.054375069
"8850","Lower middle income","LMC","Population growth (annual %)","SP.POP.GROW","1993",2.118097327
"8851","Low & middle income","LMY","Population growth (annual %)","SP.POP.GROW","1993",1.750398313
"8852","Lesotho","LSO","Population growth (annual %)","SP.POP.GROW","1993",2.216806952
"8853","Late-demographic dividend","LTE","Population growth (annual %)","SP.POP.GROW","1993",1.115017796
"8854","Lithuania","LTU","Population growth (annual %)","SP.POP.GROW","1993",-0.474107543
"8855","Luxembourg","LUX","Population growth (annual %)","SP.POP.GROW","1993",1.342387029
"8856","Latvia","LVA","Population growth (annual %)","SP.POP.GROW","1993",-1.971932096
"8857","Macao SAR, China","MAC","Population growth (annual %)","SP.POP.GROW","1993",2.153773987
"8858","St. Martin (French part)","MAF","Population growth (annual %)","SP.POP.GROW","1993",-5.197021754
"8859","Morocco","MAR","Population growth (annual %)","SP.POP.GROW","1993",1.711343154
"8860","Monaco","MCO","Population growth (annual %)","SP.POP.GROW","1993",0.93650182
"8861","Moldova","MDA","Population growth (annual %)","SP.POP.GROW","1993",-0.134986082
"8862","Madagascar","MDG","Population growth (annual %)","SP.POP.GROW","1993",2.995996637
"8863","Maldives","MDV","Population growth (annual %)","SP.POP.GROW","1993",2.648054993
"8864","Middle East & North Africa","MEA","Population growth (annual %)","SP.POP.GROW","1993",2.428401379
"8865","Mexico","MEX","Population growth (annual %)","SP.POP.GROW","1993",1.764754849
"8866","Marshall Islands","MHL","Population growth (annual %)","SP.POP.GROW","1993",1.18294407
"8867","Middle income","MIC","Population growth (annual %)","SP.POP.GROW","1993",1.652635992
"8868","North Macedonia","MKD","Population growth (annual %)","SP.POP.GROW","1993",-0.233142057
"8869","Mali","MLI","Population growth (annual %)","SP.POP.GROW","1993",2.640899043
"8870","Malta","MLT","Population growth (annual %)","SP.POP.GROW","1993",0.998755132
"8871","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","1993",1.145066673
"8872","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","1993",2.354899922
"8873","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","1993",0.271440062
"8874","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","1993",0.873863728
"8875","Northern Mariana Islands","MNP","Population growth (annual %)","SP.POP.GROW","1993",-1.55694105
"8876","Mozambique","MOZ","Population growth (annual %)","SP.POP.GROW","1993",4.01051768
"8877","Mauritania","MRT","Population growth (annual %)","SP.POP.GROW","1993",2.574881777
"8878","Mauritius","MUS","Population growth (annual %)","SP.POP.GROW","1993",1.185540614
"8879","Malawi","MWI","Population growth (annual %)","SP.POP.GROW","1993",0.251161384
"8880","Malaysia","MYS","Population growth (annual %)","SP.POP.GROW","1993",2.506094511
"8881","North America","NAC","Population growth (annual %)","SP.POP.GROW","1993",1.305104456
"8882","Namibia","NAM","Population growth (annual %)","SP.POP.GROW","1993",2.483348153
"8883","New Caledonia","NCL","Population growth (annual %)","SP.POP.GROW","1993",2.578822274
"8884","Niger","NER","Population growth (annual %)","SP.POP.GROW","1993",3.368839145
"8885","Nigeria","NGA","Population growth (annual %)","SP.POP.GROW","1993",2.503346905
"8886","Nicaragua","NIC","Population growth (annual %)","SP.POP.GROW","1993",2.220209019
"8887","Netherlands","NLD","Population growth (annual %)","SP.POP.GROW","1993",0.69699133
"8888","Norway","NOR","Population growth (annual %)","SP.POP.GROW","1993",0.59522933
"8889","Nepal","NPL","Population growth (annual %)","SP.POP.GROW","1993",2.729223392
"8890","Nauru","NRU","Population growth (annual %)","SP.POP.GROW","1993",2.530036018
"8891","New Zealand","NZL","Population growth (annual %)","SP.POP.GROW","1993",1.140231107
"8892","OECD members","OED","Population growth (annual %)","SP.POP.GROW","1993",0.87393797
"8893","Oman","OMN","Population growth (annual %)","SP.POP.GROW","1993",4.38149975
"8894","Other small states","OSS","Population growth (annual %)","SP.POP.GROW","1993",1.759776601
"8895","Pakistan","PAK","Population growth (annual %)","SP.POP.GROW","1993",2.749601004
"8896","Panama","PAN","Population growth (annual %)","SP.POP.GROW","1993",2.060418668
"8897","Peru","PER","Population growth (annual %)","SP.POP.GROW","1993",1.903296205
"8898","Philippines","PHL","Population growth (annual %)","SP.POP.GROW","1993",2.391634288
"8899","Palau","PLW","Population growth (annual %)","SP.POP.GROW","1993",2.700344503
"8900","Papua New Guinea","PNG","Population growth (annual %)","SP.POP.GROW","1993",2.306303749
"8901","Poland","POL","Population growth (annual %)","SP.POP.GROW","1993",0.254450914
"8902","Pre-demographic dividend","PRE","Population growth (annual %)","SP.POP.GROW","1993",3.054480973
"8903","Puerto Rico","PRI","Population growth (annual %)","SP.POP.GROW","1993",0.842176258
"8904","Korea, Dem. People’s Rep.","PRK","Population growth (annual %)","SP.POP.GROW","1993",1.556452281
"8905","Portugal","PRT","Population growth (annual %)","SP.POP.GROW","1993",0.122316595
"8906","Paraguay","PRY","Population growth (annual %)","SP.POP.GROW","1993",2.455643546
"8907","West Bank and Gaza","PSE","Population growth (annual %)","SP.POP.GROW","1993",4.477884235
"8908","Pacific island small states","PSS","Population growth (annual %)","SP.POP.GROW","1993",1.781862231
"8909","Post-demographic dividend","PST","Population growth (annual %)","SP.POP.GROW","1993",0.654512946
"8910","French Polynesia","PYF","Population growth (annual %)","SP.POP.GROW","1993",1.625834174
"8911","Qatar","QAT","Population growth (annual %)","SP.POP.GROW","1993",1.2206308
"8912","Romania","ROU","Population growth (annual %)","SP.POP.GROW","1993",-0.136109142
"8913","Russian Federation","RUS","Population growth (annual %)","SP.POP.GROW","1993",-0.053482028
"8914","Rwanda","RWA","Population growth (annual %)","SP.POP.GROW","1993",-6.766223086
"8915","South Asia","SAS","Population growth (annual %)","SP.POP.GROW","1993",2.171585893
"8916","Saudi Arabia","SAU","Population growth (annual %)","SP.POP.GROW","1993",2.74289381
"8917","Sudan","SDN","Population growth (annual %)","SP.POP.GROW","1993",3.761245333
"8918","Senegal","SEN","Population growth (annual %)","SP.POP.GROW","1993",2.91894808
"8919","Singapore","SGP","Population growth (annual %)","SP.POP.GROW","1993",2.529806747
"8920","Solomon Islands","SLB","Population growth (annual %)","SP.POP.GROW","1993",2.840822613
"8921","Sierra Leone","SLE","Population growth (annual %)","SP.POP.GROW","1993",-0.432585438
